Post Title,Sq ft,Bedroom,Bathroom,Balcony,Parking,Lift,Rent Floor,Total Number of Floor,Price,Service Charge,Build Year,Area,Extra Aminities, Generator,Property Type,Interior,Building Regiration Type,Road In Front of House,Gas,Servant Room,Facing,Tiles,Drawing Room,Dinning Room
SMC ToWESTr,6129,Open Space,Open Space,Open Space,2,3,8,9,796770,0,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,24,NA,NA,NORTH,YES,Open Space,Open Space
erectors house,4500,Open Space,Open Space,Open Space,NA,2,7,23,450000,22500,2005,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Conco IK ToWESTr,5200,Open Space,Open Space,Open Space,2,3,0,13,1560000,52000,2018,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
Simpletree Attalika,8300,Open Space,Open Space,Open Space,3,4,13,21,1660000,166000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
jabbar toWESTr,5700,Open Space,Open Space,Open Space,2,2,18,23,684000,45600,2006,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space, Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
bay galleria 5A,5000,Open Space,Open Space,Open Space,2,2,5,9,1000000,90000,2008,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
lanka bangla fiNAnce square 9A,9368,Open Space,Open Space,Open Space,5,5,9,12,1498880,193360,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,40,NA,NA,SOUTH,NA,Open Space,Open Space
Sheltech NORTHern ar 1A,2600,Open Space,Open Space,Open Space,1,2,1,11,910000,39000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
BTI Lamark 5A,3413,Open Space,Open Space,Open Space,2,5,5,13,648470,68280,2019,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
Conco Modhumoti ToWESTr,3350,Open Space,Open Space,Open Space,1,2,10,13,485750,33500,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
NAfi toWESTr,6000,Open Space,Open Space,Open Space,2,3,16,20,840000,60000,2008,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
Amin mohammad green meher toWESTr,5200,Open Space,Open Space,Open Space,2,2,10,13,8580000,78000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
suvau muskan ToWESTr 13A,4000,Open Space,Open Space,Open Space,1,3,13,22,560000,60000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
priine pavilion 13A,6995,Open Space,Open Space,Open Space,3,4,13,16,1189150,125910,2019,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
ventura angibeeNA,2100,Open Space,Open Space,Open Space,1,2,9,10,283500,28000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,40,NA,NA,WEST,YES,Open Space,Open Space
rashid toWESTr,6120,Open Space,Open Space,Open Space,1,2,11,17,734400,61200,2001,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
johora assure square,3955,Open Space,Open Space,Open Space,1,1,2,13,791000,39550,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
venture avenue 4A,4000,Open Space,Open Space,Open Space,2,2,4,8,600000,72000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,60,NA,NA,EAST,YES,Open Space,Open Space
nilufar heights,4630,Open Space,Open Space,Open Space,3,4,3,16,763950,115750,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,60,NA,NA,SOUTH,NA,Open Space,Open Space
fiNAnce square 18A,3950,Open Space,Open Space,Open Space,2,2,18,20,987500,98750,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,SOUTH,NA,Open Space,Open Space
assurance NAzir toWESTr,5900,Open Space,Open Space,Open Space,2,2,1,9,944000,118000,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space, Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
RM CENTRE,6700,Open Space,Open Space,Open Space,2,2,5,7,871000,67000,2000,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
MMK Aakash Avenue 13A,3372,Open Space,Open Space,Open Space,1,2,13,18,573240,50580,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ventura avenue,4000,Open Space,Open Space,Open Space,2,2,3,6,660000,72000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
suvau imam square,7000,Open Space,Open Space,Open Space,2,1,8,9,910000,70000,2018,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
taher mension,4000,Open Space,Open Space,Open Space,NA,1,5,8,440000,40000,2000,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
laila toWESTr 7A,3000,Open Space,Open Space,Open Space,1,3,7,14,600000,60000,2012,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
khaokar toWESTr 10A,14000,Open Space,Open Space,Open Space,2,3,10,15,2240000,210000,2018,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,NA,Open Space,Open Space
MCC CDL 4a,8200,Open Space,Open Space,Open Space,4,3,4,8,1312000,147600,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
FiNAnce Square,3950,Open Space,Open Space,Open Space,2,2,16,20,987500,98750,2017,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,SOUTH,YES,Open Space,Open Space
Point Eleven A11,2365,Open Space,Open Space,Open Space,1,2,11,15,210000,10000,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
suvau jahaNORTHa square 6a,2188,Open Space,Open Space,Open Space,1,1,6,11,284440,21880,2015,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ahsan toWESTr,3460,Open Space,Open Space,Open Space,NA,1,2,7,220000,34600,2001,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,NA,Open Space,Open Space
makbul cuve invenger,2400,Open Space,Open Space,Open Space,1,2,8,15,210000,20000,2017,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,YES,Open Space,Open Space
prasad trEASTd centre 9a,3700,Open Space,Open Space,Open Space,1,4,9,15,518000,25000,2008,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space, Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Baro Bhuiyan 11A,3200,Open Space,Open Space,Open Space,1,2,11,15,448000,32000,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
simpletree litehouse,5600,Open Space,Open Space,Open Space,2,3,5,14,1064000,140000,2016,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
Sher ToWESTr,3500,Open Space,Open Space,Open Space,1,2,7,15,280000,35000,2005,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,YES,Open Space,Open Space
Rangs Paramount,3865,Open Space,Open Space,Open Space,1,2,2,15,483125,42515,2002,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,YES,Open Space,Open Space
nur empori 7A,6000,Open Space,Open Space,Open Space,3,2,7,11,720000,0,2017,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
bay bellavia,950,Open Space,Open Space,Open Space,1,2,8,10,152000,9500,2015,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
circle aztec obaid gra palace,4000,Open Space,Open Space,Open Space,26,2,"0, 12",13,6400000,60000,2023,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
sheltech NORTHern ar 6A,2595,Open Space,Open Space,Open Space,1,2,6,11,389250,38925,2022,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
abidin toWESTr,3800,Open Space,Open Space,Open Space,1,2,4,16,494000,38000,2015,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
hosNA centre,2084,Open Space,Open Space,Open Space,2,2,5,7,281340,14588,2017,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
jahed toWESTr,9500,Open Space,Open Space,Open Space,NA,3,9,16,950000,95000,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,NA,Open Space,Open Space
gulsancentre point,14000,Open Space,Open Space,Open Space,11,6,19,12,2590000,350000,2021,Baridhara Diplomatic Zone," GYM ,Swimming Pool",YES,	Office Space,Un -Furnished,Commercial,24,NA,NA,NORTH,YES,Open Space,Open Space
ar centre,2300,Open Space,Open Space,Open Space,1,1,5,6,230000,20000,2000,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,NA,Open Space,Open Space
aziz 0p 1A,1600,Open Space,Open Space,Open Space,NA,1,1,6,192000,16000,2021,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
belvia,9000,Open Space,Open Space,Open Space,4,2,6,7,1440000,90000,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
rsr toWESTr 13a,2950,Open Space,Open Space,Open Space,1,2,13,14,354000,29500,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ventura iconia,2200,Open Space,Open Space,Open Space,1,2,6,11,264000,40000,2006,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
cryal palace 12a,5600,Open Space,Open Space,Open Space,2,3,12,14,840000,84000,2019,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
amanullah trade centre,3700,Open Space,Open Space,Open Space,2,2,9,16,555000,37000,2022,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
mmk aakash Avenue ,3373,Open Space,Open Space,Open Space,1,2,13,18,539680,50595,2022,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
lotus kamal toWESTr,6067,Open Space,Open Space,Open Space,2,3,13,14,849380,0,2018,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
rahman galleria 9A,2965,Open Space,Open Space,Open Space,1,2,9,11,415100,29650,2022,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Simpletree aNORTHkoli,4088,Open Space,Open Space,Open Space,2,3,0,14,2125760,81760,2017,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
EHL Lokman Hossain ToWESTr 10A,5059,Open Space,Open Space,Open Space,3,3,10,19,910620,86003,2018,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Ahmed ToWESTr,1710,Open Space,Open Space,Open Space,1,3,15,24,153900,0,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
skylark,2000,Open Space,Open Space,Open Space,1,2,9,11,220000,20000,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
sheltech ayaan 3A,1452,Open Space,Open Space,Open Space,1,2,3,15,261360,21780,2021,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
ANZ Haque Eleven Square ,2000,Open Space,Open Space,Open Space,1,2,11,15,260000,30000,2010,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
artisan ,3285,Open Space,Open Space,Open Space,1,2,4,13,295650,49275,2017,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Delta Dahlia ToWESTr,5500,Open Space,Open Space,Open Space,NA,2,1,16,1375000,15000,2000,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Green Graer,4300,Open Space,Open Space,Open Space,2,2,8,14,516000,51600,2015,Baridhara Diplomatic Zone,"Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
